BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18	T01	T02	T03
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1E-12	1E10	1E11	1E-30	3.93278895267992E-10	1E10	1E-30	1E10	0.271189611709771	1E-30	1.84595372592013E-10	0.564826419088329	9.41033072099102E-13	1.37463851478593E-10	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
2	1E-12	1E10	1E11	1E-30	3.93278895267992E-10	1E10	1E-30	1E10	0.271189611709771	1E-30	1.84595372592013E-10	0.564826419088329	9.41033072099102E-13	1.37463851478593E-10	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
3	2E-12	1E10	1E11	1E-30	4.25290648197193E-10	1E10	1E-30	1E10	0.156498172296744	1E-30	1.68018428736459E-10	0.308197631825855	5.01032600874873E-12	6.41101707019759E-11	28.0207055680013	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
4	2E-12	1E10	1E11	1E-30	4.25290648197193E-10	1E10	1E-30	1E10	0.156498172296744	1E-30	1.68018428736459E-10	0.308197631825855	5.01032600874873E-12	6.41101707019759E-11	28.0207055680013	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
5	3E-12	1E10	1E11	1E-30	4.43188033026965E-10	1E10	1E-30	1E10	0.145129046041234	1E-30	1.38872471512904E-10	0.329142122397985	4.80661742856124E-12	6.9990916928615E-11	31.6397461150349	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
6	3E-12	1E10	1E11	1E-30	4.43188033026965E-10	1E10	1E-30	1E10	0.145129046041234	1E-30	1.38872471512904E-10	0.329142122397985	4.80661742856124E-12	6.9990916928615E-11	31.6397461150349	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
7	4E-12	1E10	1E11	1E-30	3.92456381428421E-10	1E10	1E-30	1E10	0.143111664113346	1E-30	1.13726819331605E-10	0.256646455958239	8.50350146206275E-12	4.97875580581106E-11	22.812606342059	7.5787536554851E-12	4.43732078266794E-11	131.272847639717	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
8	4E-12	1E10	1E11	1E-30	3.92456381428421E-10	1E10	1E-30	1E10	0.143111664113346	1E-30	1.13726819331605E-10	0.256646455958239	8.50350146206275E-12	4.97875580581106E-11	22.812606342059	7.5787536554851E-12	4.43732078266794E-11	131.272847639717	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
9	5E-12	1E10	1E11	1E-30	2.41327600548825E-10	1E10	1E-30	1E10	0.125	1E-30	5.72167786389973E-11	0.182387798508751	1.38484044626376E-11	4.42658291697871E-11	24.7311636586055	1.94034672341349E-12	1.64787046642867E-10	97.2374058728849	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
